images,labels
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10142.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10143.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10143.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10144.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10144.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10145.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10145.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10146.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10146.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10147.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10147.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10148.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10148.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10149.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10149.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10150.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10150.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10151.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10151.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10152.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10152.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10153.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10153.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10154.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10154.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10155.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10155.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10156.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10156.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10157.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10157.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10158.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10158.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10159.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10159.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10160.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10160.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10161.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10161.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10162.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10162.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10163.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10163.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10164.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10164.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10165.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10165.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10166.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10166.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10167.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10167.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10168.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10168.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10169.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10169.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10170.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10170.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10171.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10171.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10172.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10172.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10173.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10173.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10174.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10174.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10175.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10175.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10176.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10176.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10177.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10177.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10178.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10178.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10179.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10179.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10180.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10180.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10181.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10181.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10182.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10182.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10183.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10183.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10184.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10184.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10185.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10185.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10186.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10186.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10187.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10187.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10188.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10188.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10189.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10189.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10190.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10190.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10191.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10191.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10192.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10192.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10193.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10193.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10194.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10194.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10195.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10195.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10196.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10196.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10197.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10197.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10198.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10198.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10199.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10199.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10200.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10200.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10201.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10201.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10202.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10202.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10203.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10203.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10204.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10204.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10205.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10205.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10206.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10206.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10207.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10207.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10208.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10208.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10209.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10209.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10210.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10210.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10211.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10211.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10212.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10212.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10213.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10213.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10214.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10214.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10215.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10215.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10216.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10216.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10217.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10217.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10218.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10218.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10219.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10219.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10220.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10220.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10221.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10221.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10222.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10222.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10223.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10223.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10224.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_10224.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20001.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20001.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20002.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20002.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20003.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20003.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20004.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20004.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20005.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20005.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20006.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20006.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20007.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20007.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20008.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20008.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20009.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20009.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20010.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20010.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20011.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20011.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20012.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20012.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20013.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20013.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20014.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20014.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20015.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20015.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20016.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20016.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20017.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20017.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20018.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20018.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20019.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20019.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20020.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20020.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20021.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20021.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20022.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20022.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20023.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20023.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20024.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20024.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20025.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20025.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20026.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20026.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20027.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20027.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20028.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20028.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20029.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20029.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20030.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20030.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20031.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20031.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20032.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20032.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20033.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20033.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20034.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20034.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20035.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20035.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20036.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20036.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20037.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20037.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20038.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20038.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20039.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20039.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20040.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20040.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20041.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20041.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20042.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20042.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20043.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20043.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20044.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20044.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20045.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20045.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20046.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20046.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20047.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20047.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20048.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20048.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20049.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20049.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20050.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20050.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20051.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20051.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20052.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20052.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20053.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20053.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20054.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20054.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20055.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20055.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20056.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20056.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20057.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20057.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20058.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20058.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20059.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20059.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20060.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20060.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20061.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20061.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20062.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20062.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20063.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_ani_20063.resaved.jpg,0
